"text","group","id","time","partner_id","turn","seller","study","study_group","span","timeFraction"
"ARE THERE ANY OTHER PRIVILIGES?? ",86,"9VR85 "," 5:58:52 PM ","M49F8 ",19,0,"two","two_86",629,0.542241379310345
"But we have a couple buyers on hold who are willing to buy for $650 ",86,"M49F8 "," 5:58:59 PM ","9VR85 ",20,1,"two","two_86",636,0.548275862068966
"IF I PURCHASE IT FOR $550 ",86,"9VR85 "," 5:59:04 PM ","M49F8 ",21,0,"two","two_86",641,0.552586206896552
"I will give you the book for $550 which is a $150 discount from the original price ",86,"M49F8 "," 5:59:54 PM ","9VR85 ",22,1,"two","two_86",691,0.595689655172414
"HOW MANY BUYERS ARE PAYING U $650 ",86,"9VR85 "," 5:59:57 PM ","M49F8 ",23,0,"two","two_86",694,0.598275862068966
"We currently have four or five on hold ||I could sell it to them for $650 it would take a bit longer, or I am willing to sell it to you  now for $550 at a special price for a student ",86,"M49F8 "," 6:00:08 PM ","9VR85 ",24,1,"two","two_86",705,0.607758620689655
"i CAN GET U 10 MORE CUTOMERS ||FOR $450 ",86,"9VR85 "," 6:00:31 PM ","M49F8 ",25,0,"two","two_86",728,0.627586206896552
"We won't go under $550 ",86,"M49F8 "," 6:00:54 PM ","9VR85 ",26,1,"two","two_86",751,0.647413793103448
"BUT THEN I WONT GET BONUS ALSO ||<b style=""font-size: 16px;""><u>As a reminder, for every $10 under $500 you buy the book for, you will receive a bonus of $0.10.""</u></b> ||SO FOR BONUS AND LLOOKING AT MORE NO OF CUSTOMERS U SHD SELL IT OTM E ",86,"9VR85 "," 6:01:14 PM ","M49F8 ",27,0,"two","two_86",771,0.664655172413793
"You would have a $150 price discount from the original price ",86,"M49F8 "," 6:02:03 PM ","9VR85 ",28,1,"two","two_86",820,0.706896551724138
"BUT THEN THIS DEAL IS PROFITABLRE FOR BOTH OF US ",86,"9VR85 "," 6:02:44 PM ","M49F8 ",29,0,"two","two_86",861,0.742241379310345
"It does not make sense for me to sell it at $450 when others in a bit longer would buy for $650 ",86,"M49F8 "," 6:02:44 PM ","9VR85 ",30,1,"two","two_86",861,0.742241379310345
"U R SELLING IT TO 11 PEOPLE  FOR 450$ ||=450*11 ||ND U R SELLING 6*650 ||CALCULATE N GET IN  WHICH U GET MORE PROFIT ",86,"9VR85 "," 6:03:13 PM ","M49F8 ",31,0,"two","two_86",890,0.767241379310345
"If each one cost $550 to acquire, 11 losses is not better than one (or six) gains ||$450 would be selling it at a loss. I already gave you a special student discount at your original price, but I am not willing to sell it at a los ",86,"M49F8 "," 6:04:06 PM ","9VR85 ",32,1,"two","two_86",943,0.812931034482759
"U LL  GET A PROFIT OF $1050 ||THINK ABOUT IT ",86,"9VR85 "," 6:05:07 PM ","M49F8 ",33,0,"two","two_86",1004,0.86551724137931
"Profit = Revenue - Cost. If the cost was high, then revenue has to also be high to be profitable. $450 revenue is below the cost of $550. I would be losing profit. ||I am not going to sell it for $450. ||If you would like your book at the original price you offered, I am willing to sell it at $550, otherwise I will just wait a couple days and sell it for $650. ",86,"M49F8 "," 6:05:37 PM ","9VR85 ",34,1,"two","two_86",1034,0.891379310344828
"LAST CALL  $480 OR WE 12 OF US WILL GO TO OTHER SELLER ",86,"9VR85 "," 6:06:30 PM ","M49F8 ",35,0,"two","two_86",1087,0.937068965517241
"$550 ",86,"M49F8 "," 6:07:05 PM ","9VR85 ",36,1,"two","two_86",1122,0.967241379310345
"OK IT WAS NICE MEETING U WE 'LL TRY SOME WHERE ELSE ",86,"9VR85 "," 6:07:32 PM ","M49F8 ",37,0,"two","two_86",1149,0.99051724137931
"Have a nice day! ",86,"M49F8 "," 6:07:43 PM ","9VR85 ",38,1,"two","two_86",1160,1
"HELLO\nHOW ARE YOU?\ni SAW THAT YOU HAVE A BOOK WHICH I WAS SEARCHING FROM A LONG TIME\ncAN YOU SELL IT TO ME?",87,"XKF7A ","0","YE5G7 ",1,0,"two","two_87",0,0
"Yes, I am willing to sell the book for a price more than 300$. How much you are interested in buying the book at this price?",87,"YE5G7 ","0","XKF7A ",2,1,"two","two_87",10,0.0147710487444609
"hello ",87,"YE5G7 "," 5:52:46 PM ","XKF7A ",3,1,"two","two_87",20,0.0295420974889217
"I want to buy book at $250. ||as I am student can't afford costly books ",87,"XKF7A "," 5:52:51 PM ","YE5G7 ",4,0,"two","two_87",25,0.0369276218611521
"I would like to sell the book for more than 300$ ",87,"YE5G7 "," 5:53:31 PM ","XKF7A ",5,1,"two","two_87",65,0.0960118168389956
"but i am very fond of reading books. and specially this book because i was searching since long. ",87,"XKF7A "," 5:53:57 PM ","YE5G7 ",6,0,"two","two_87",91,0.134416543574594
"Market price is around 400 $ and i am selling it for any price more than 300$ ||You may get a special discount in future purchases ",87,"YE5G7 "," 5:54:50 PM ","XKF7A ",7,1,"two","two_87",144,0.212703101920236
"That's true .  But please understand. Its difficult for a student to spend money. ||Lets have a good discussion and come to a point which is agreeded by both of us. ",87,"XKF7A "," 5:55:31 PM ","YE5G7 ",8,0,"two","two_87",185,0.273264401772526
"The price you quoted is not a good price for us ",87,"YE5G7 "," 5:56:17 PM ","XKF7A ",9,1,"two","two_87",231,0.341211225997046
"Can you give a book at a price $275. ||Its always good to share books rather than selling . ",87,"XKF7A "," 5:56:36 PM ","YE5G7 ",10,0,"two","two_87",250,0.369276218611521
"If you buy this book for 305$ you will get a gift card of 20$ for your next purchase ",87,"YE5G7 "," 5:57:26 PM ","XKF7A ",11,1,"two","two_87",300,0.443131462333826
"but i understand the importance of books and hence ready to pay for book ||so sweet of you ",87,"XKF7A "," 5:57:32 PM ","YE5G7 ",12,0,"two","two_87",306,0.451994091580502
"Ok fine ",87,"YE5G7 "," 5:58:03 PM ","XKF7A ",13,1,"two","two_87",337,0.497784342688331
"but if i buy book at $305 and get a gift card ",87,"XKF7A "," 5:58:14 PM ","YE5G7 ",14,0,"two","two_87",348,0.514032496307238
"So the cost of this book is 305$ ",87,"YE5G7 "," 5:58:27 PM ","XKF7A ",15,1,"two","two_87",361,0.533234859675037
"rather than reduce a price for student ||i have again have to spend money inorder to use $20 gift card ",87,"XKF7A "," 5:58:29 PM ","YE5G7 ",16,0,"two","two_87",363,0.536189069423929
"Since you read books more you can use it for your next purchase ",87,"YE5G7 "," 5:59:00 PM ","XKF7A ",17,1,"two","two_87",394,0.581979320531758
"its a humble request to reduce cost ",87,"XKF7A "," 5:59:16 PM ","YE5G7 ",18,0,"two","two_87",410,0.605612998522895
"And we also dont lose a valuable customer like you ",87,"YE5G7 "," 5:59:27 PM ","XKF7A ",19,1,"two","two_87",421,0.621861152141802
"Can we have a fair discussion and come a price which is good to both of us ",87,"XKF7A "," 5:59:51 PM ","YE5G7 ",20,0,"two","two_87",445,0.657311669128508
"Ok ||Final price is 300$ ||and its a loss for us if we reduce more than this ",87,"YE5G7 "," 6:00:00 PM ","XKF7A ",21,1,"two","two_87",454,0.670605612998523
"ya even i don't want to loose the book as well as great seller who has a lot of respect for customers ||Can you make it $290 ",87,"XKF7A "," 6:00:28 PM ","YE5G7 ",22,0,"two","two_87",482,0.711964549483013
"Sorry ||Its 300$ ",87,"YE5G7 "," 6:00:51 PM ","XKF7A ",23,1,"two","two_87",505,0.745937961595273
"i was telling $275 and you want to give at $300 ",87,"XKF7A "," 6:01:04 PM ","YE5G7 ",24,0,"two","two_87",518,0.765140324963072
"Its a very reasonable price for this book ",87,"YE5G7 "," 6:01:15 PM ","XKF7A ",25,1,"two","two_87",529,0.781388478581979
"so middle amount would be $290 ||Can we please ",87,"XKF7A "," 6:01:17 PM ","YE5G7 ",26,0,"two","two_87",531,0.784342688330872
"No its a loss for us ",87,"YE5G7 "," 6:01:44 PM ","XKF7A ",27,1,"two","two_87",558,0.824224519940916
"it would be great if you do that ",87,"XKF7A "," 6:01:45 PM ","YE5G7 ",28,0,"two","two_87",559,0.825701624815362
"ok fine 290$ ",87,"YE5G7 "," 6:01:53 PM ","XKF7A ",29,1,"two","two_87",567,0.837518463810931
"but iam a student ||i don't have enough balance in my account ||Nor i have full time job ||Great ",87,"XKF7A "," 6:01:56 PM ","YE5G7 ",30,0,"two","two_87",570,0.841949778434269
"ok pay 290$ and get the book ",87,"YE5G7 "," 6:02:34 PM ","XKF7A ",31,1,"two","two_87",608,0.89807976366322
"i will buy book at $290 ",87,"XKF7A "," 6:02:40 PM ","YE5G7 ",32,0,"two","two_87",614,0.906942392909897
"great having you as our customer ",87,"YE5G7 "," 6:02:48 PM ","XKF7A ",33,1,"two","two_87",622,0.918759231905465
"Good Thank you so much ",87,"XKF7A "," 6:02:55 PM ","YE5G7 ",34,0,"two","two_87",629,0.929098966026588
"keep visiting our site regularly and make purchases ",87,"YE5G7 "," 6:03:05 PM ","XKF7A ",35,1,"two","two_87",639,0.943870014771049
"i will remember you when i will read this book ||sure ||Byee ",87,"XKF7A "," 6:03:20 PM ","YE5G7 ",36,0,"two","two_87",654,0.96602658788774
"Thank you ",87,"YE5G7 "," 6:03:30 PM ","XKF7A ",37,1,"two","two_87",664,0.980797636632201
"have a nice day ||thank you ",87,"XKF7A "," 6:03:34 PM ","YE5G7 ",38,0,"two","two_87",668,0.986706056129985
"You too ",87,"YE5G7 "," 6:03:43 PM ","XKF7A ",39,1,"two","two_87",677,1
"Hello, I am interested in buying this book from you. I would like to purchase from you for $250.",88,"QZ2S9 ","0","2J8F2 ",1,0,"two","two_88",0,0
"Hi, I am very happy to hear that you are interested in buying the book! You asking price is well below what the book is worth. Would you be willing to go up to $315?",88,"2J8F2 ","0","QZ2S9 ",2,1,"two","two_88",10,0.0518134715025907
"Hi! Have you given any more thought to your offer? ",88,"2J8F2 "," 4:43:33 PM ","QZ2S9 ",3,1,"two","two_88",20,0.103626943005181
"Hey, I am fine with $300! ",88,"QZ2S9 "," 4:43:55 PM ","2J8F2 ",4,0,"two","two_88",42,0.217616580310881
"That is still below the value of the book. Would you be willing to go up to $310? ",88,"2J8F2 "," 4:44:27 PM ","QZ2S9 ",5,1,"two","two_88",74,0.383419689119171
"What's your maximum price for this book you can go forward with? ",88,"QZ2S9 "," 4:45:03 PM ","2J8F2 ",6,0,"two","two_88",110,0.569948186528497
"I would like to sell for my original offer of $315. ",88,"2J8F2 "," 4:45:33 PM ","QZ2S9 ",7,1,"two","two_88",140,0.725388601036269
"Okay I am fine with $315. ",88,"QZ2S9 "," 4:45:59 PM ","2J8F2 ",8,0,"two","two_88",166,0.860103626943005
"Ok, I appreciate your purchase ",88,"2J8F2 "," 4:46:11 PM ","QZ2S9 ",9,1,"two","two_88",178,0.922279792746114
"Thank you! ",88,"QZ2S9 "," 4:46:26 PM ","2J8F2 ",10,0,"two","two_88",193,1
"Hi there!  This is the first time I've seen this book for sale - I'm so excited to see it! I'd like to offer you $250 for it. How does that sound?",89,"QP6SZ ","0","8H6ZN ",1,0,"two","two_89",0,0
"Hi there! Sales for this antique can go up to $800 on the market, but I will be reasonable with you. Let's choose something in between - $550. It is beautifully bounded and has some beautiful colored engraved plates. How does that sound?",89,"8H6ZN ","0","QP6SZ ",2,1,"two","two_89",10,0.05
"It is really beautiful, but $550 is slightly out of my price range - would you be willing to accept $450? ",89,"QP6SZ "," 4:50:46 PM ","8H6ZN ",3,0,"two","two_89",20,0.1
"Hi there! Would something in the middle work between us? Perhaps $500? ",89,"8H6ZN "," 4:51:34 PM ","QP6SZ ",4,1,"two","two_89",68,0.34
"What about $475? ",89,"QP6SZ "," 4:52:08 PM ","8H6ZN ",5,0,"two","two_89",102,0.51
"A very reasonable price, and a price I am willing to accept. $475 for this antique. ",89,"8H6ZN "," 4:53:15 PM ","QP6SZ ",6,1,"two","two_89",169,0.845
"Excellent, thank you so much for your time! I can't wait to take home this beautiful book. ",89,"QP6SZ "," 4:53:46 PM ","8H6ZN ",7,0,"two","two_89",200,1
"Hi] ",90,"PMMFW "," 4:47:34 PM ","GRFSY ",3,0,"two","two_90",20,0.0353982300884956
"Hi ||How are you today ",90,"GRFSY "," 4:47:44 PM ","PMMFW ",4,1,"two","two_90",30,0.0530973451327434
"good how are you ",90,"PMMFW "," 4:48:09 PM ","GRFSY ",5,0,"two","two_90",55,0.0973451327433628
"good thank you ||would you like to buy the book? ",90,"GRFSY "," 4:48:20 PM ","PMMFW ",6,1,"two","two_90",66,0.116814159292035
"sure ||but would you sell it cheaper ",90,"PMMFW "," 4:48:44 PM ","GRFSY ",7,0,"two","two_90",90,0.15929203539823
"it's an antique book from Charles Dickens ||it costs $500 ",90,"GRFSY "," 4:48:53 PM ","PMMFW ",8,1,"two","two_90",99,0.175221238938053
"yes, I know, it is a very nice one ",90,"PMMFW "," 4:49:20 PM ","GRFSY ",9,0,"two","two_90",126,0.223008849557522
"it is a beautifully bound Tauschnitz edition published in 1846 ",90,"GRFSY "," 4:49:25 PM ","PMMFW ",10,1,"two","two_90",131,0.231858407079646
"but I am just a student ",90,"PMMFW "," 4:49:25 PM ","GRFSY ",11,0,"two","two_90",131,0.231858407079646
"ok. ",90,"GRFSY "," 4:49:37 PM ","PMMFW ",12,1,"two","two_90",143,0.253097345132743
"would you give me a cheaper price? ",90,"PMMFW "," 4:49:38 PM ","GRFSY ",13,0,"two","two_90",144,0.254867256637168
"since you are a student I can offer you a 10% discount ",90,"GRFSY "," 4:50:07 PM ","PMMFW ",14,1,"two","two_90",173,0.306194690265487
"I know it is a beatuiful book ||why would you sell it? ",90,"PMMFW "," 4:50:09 PM ","GRFSY ",15,0,"two","two_90",175,0.309734513274336
"I am a book seller :) ||I have a great antique book  collection ",90,"GRFSY "," 4:50:27 PM ","PMMFW ",16,1,"two","two_90",193,0.341592920353982
"10% off, that's very nice of you, would you give me a little bit more? ",90,"PMMFW "," 4:51:01 PM ","GRFSY ",17,0,"two","two_90",227,0.401769911504425
"since you are a student, I am sure you would love the book. ||since you are a student, I am sure you would love the book. ",90,"GRFSY "," 4:51:11 PM ","PMMFW ",18,1,"two","two_90",237,0.419469026548673
"Sounds good, I am interested in your other collections too ||I will come back if you could give me a good deal ",90,"PMMFW "," 4:51:24 PM ","GRFSY ",19,0,"two","two_90",250,0.442477876106195
"sorry my friend more than 10% would not be good idea for me ",90,"GRFSY "," 4:51:55 PM ","PMMFW ",20,1,"two","two_90",281,0.497345132743363
"I am sure I will like them. ",90,"PMMFW "," 4:52:09 PM ","GRFSY ",21,0,"two","two_90",295,0.52212389380531
"I assure a lower price on the next item you buy from me ||. ",90,"GRFSY "," 4:52:12 PM ","PMMFW ",22,1,"two","two_90",298,0.527433628318584
"hah, that's nice ",90,"PMMFW "," 4:52:35 PM ","GRFSY ",23,0,"two","two_90",321,0.568141592920354
"this book would cost you $450 after the discount ",90,"GRFSY "," 4:52:42 PM ","PMMFW ",24,1,"two","two_90",328,0.580530973451327
"but I am finding a jobn ",90,"PMMFW "," 4:52:47 PM ","GRFSY ",25,0,"two","two_90",333,0.589380530973451
"would you like to take it? ",90,"GRFSY "," 4:52:50 PM ","PMMFW ",26,1,"two","two_90",336,0.594690265486726
"next time I have more money I believe ||just right now. I need a better discount ||yes, I do ",90,"PMMFW "," 4:53:03 PM ","GRFSY ",27,0,"two","two_90",349,0.617699115044248
"I mean for $450 ",90,"GRFSY "," 4:53:32 PM ","PMMFW ",28,1,"two","two_90",378,0.669026548672566
"what do you think? ||yes, that's 10% off ||can you do 20% ||I will buy it if it's 20% ",90,"PMMFW "," 4:53:33 PM ","GRFSY ",29,0,"two","two_90",379,0.670796460176991
"20% is a lot buddy ||lets make it 12% ||since you are a student ",90,"GRFSY "," 4:54:14 PM ","PMMFW ",30,1,"two","two_90",420,0.743362831858407
"I know if you sell the whole set it values more ||18%? ||it's not that much, my friend ||you are the seller ",90,"PMMFW "," 4:54:35 PM ","GRFSY ",31,0,"two","two_90",441,0.780530973451327
"ok lets make it 15% average of your and my quote. ||its a better deal, isn't it? ",90,"GRFSY "," 4:55:25 PM ","PMMFW ",32,1,"two","two_90",491,0.869026548672566
"alright, that's fine ",90,"PMMFW "," 4:55:44 PM ","GRFSY ",33,0,"two","two_90",510,0.902654867256637
"great! ",90,"GRFSY "," 4:55:52 PM ","PMMFW ",34,1,"two","two_90",518,0.916814159292035
"you really a good business person ",90,"PMMFW "," 4:55:56 PM ","GRFSY ",35,0,"two","two_90",522,0.923893805309735
":) thank you! ||you are a wonderful person ",90,"GRFSY "," 4:56:08 PM ","PMMFW ",36,1,"two","two_90",534,0.945132743362832
"thank you ",90,"PMMFW "," 4:56:16 PM ","GRFSY ",37,0,"two","two_90",542,0.95929203539823
"have a good day! ||have a good day! ",90,"GRFSY "," 4:56:25 PM ","PMMFW ",38,1,"two","two_90",551,0.975221238938053
"you too ",90,"PMMFW "," 4:56:39 PM ","GRFSY ",39,0,"two","two_90",565,1
"Hi there, were you able to receive my message?  Let's discuss this book and see if we can agree on a fair price. ",91,"JGP3K "," 4:48:59 PM ","YEHTD ",3,1,"two","two_91",20,0.0354609929078014
"Hello! ||Yes I did! ",91,"YEHTD "," 4:49:18 PM ","JGP3K ",4,0,"two","two_91",39,0.0691489361702128
"Are you interested in putting forth another offer, given that your initial offer of $200 was well below market value? ",91,"JGP3K "," 4:50:21 PM ","YEHTD ",5,1,"two","two_91",102,0.180851063829787
"How about for $250? ",91,"YEHTD "," 4:50:24 PM ","JGP3K ",6,0,"two","two_91",105,0.186170212765957
"$250 is still quite low for the value of the book. ||It is worth about $500. ",91,"JGP3K "," 4:50:44 PM ","YEHTD ",7,1,"two","two_91",125,0.221631205673759
"I know the market price on the book is around $400. But being a student $250 is what I can do now. ||Also the reason behind spending $250 on the book is, it is close to my sentiments. ",91,"YEHTD "," 4:51:35 PM ","JGP3K ",8,0,"two","two_91",176,0.312056737588652
